Date,Close
2018-08-09,293.82
2018-08-08,295.7
2018-08-07,294.58
2018-08-06,294.99
2018-08-03,295.95
2018-08-02,295.74
2018-08-01,296.11
2018-07-31,294.39
2018-07-30,294.34
2018-07-27,297.83
2018-07-26,298.23
2018-07-25,298.05
2018-07-24,297.36
2018-07-23,297.39
2018-07-20,296.04
2018-07-19,292.65
2018-07-18,293.18
2018-07-17,292.24
2018-07-13,291.74
2018-07-12,290.93
2018-07-11,292.72
2018-07-10,294.03
2018-07-09,293.83
2018-07-06,294.69
2018-07-05,294.28
2018-07-04,293.07
2018-07-03,294.38
2018-07-02,292.46
2018-06-29,291.22
2018-06-28,292.37
2018-06-27,291.39
2018-06-26,291.71
2018-06-25,292.69
2018-06-22,293.17
2018-06-21,292.26
2018-06-20,292.77
2018-06-19,292.24
2018-06-18,289.91
2018-06-15,291.05
2018-06-14,291.89
2018-06-13,291.02
2018-06-12,291.2
2018-06-11,290.52
2018-06-08,292.9
2018-06-07,291.49
2018-06-06,288.18
2018-06-05,288.24
2018-06-04,290.65
2018-06-01,288.58
2018-05-31,290.25
2018-05-30,290.43
2018-05-29,290.78
2018-05-28,293.88
2018-05-25,294.14
2018-05-24,294.67
2018-05-23,294.06
2018-05-22,292.5
2018-05-21,292.76
2018-05-18,290.08
2018-05-17,290.37
2018-05-16,291.67
2018-05-15,289.97
2018-05-14,288.94
2018-05-11,289.07
2018-05-10,291.59
2018-05-09,288.13
2018-05-08,287.25
2018-05-07,289.37
2018-05-02,291.16
2018-05-01,290.08
2018-04-27,285.23
2018-04-26,285.12
2018-04-25,284.38
2018-04-24,284.11
2018-04-23,285.17
2018-04-20,284.91
2018-04-19,284.08
2018-04-18,283.18
2018-04-17,283.53
2018-04-16,284.4
2018-04-13,283.45
2018-04-12,282.55
2018-04-11,280.77
2018-04-10,282.02
2018-04-09,290.05
2018-04-06,290.11
2018-04-05,288.83
2018-04-04,288.51
2018-04-03,286.07
2018-04-02,283.58
2018-03-30,278.36
2018-03-29,280.34
2018-03-28,281.61
2018-03-27,281.06
2018-03-26,282.12
2018-03-23,281.27
2018-03-22,283.1
2018-03-20,282.15
2018-03-19,283.21
2018-03-16,281.61
2018-03-15,280.21
2018-03-14,281.98
2018-03-13,280.07
2018-03-12,281.98
2018-03-09,281.88
2018-03-08,283.4
2018-03-07,279.94
2018-03-06,280.31
2018-03-05,278.41
2018-03-02,283.82
2018-03-01,283.23
2018-02-28,285.3
2018-02-27,283.36
2018-02-26,282.06
2018-02-23,282.01
2018-02-22,283.42
2018-02-21,286.18
2018-02-20,288.38
2018-02-19,290.34
2018-02-16,290.37
2018-02-15,289.41
2018-02-14,291.59
2018-02-13,290.42
2018-02-09,284.9
2018-02-08,283.39
2018-02-07,283.84
2018-02-06,283.92
2018-02-05,285.33
2018-02-02,288.88
2018-02-01,289.79
2018-01-31,291.3
2018-01-30,290.55
2018-01-29,292.54
2018-01-26,294.45
2018-01-25,293.9
2018-01-24,294.8
2018-01-23,295.25
2018-01-22,292.84
2018-01-19,294.14
2018-01-18,294.27
2018-01-17,295.12
2018-01-16,295.89
2018-01-15,298.36
2018-01-12,300.21
2018-01-11,299.39
2018-01-10,299.15
2018-01-09,288.83
2018-01-05,289.25
2018-01-04,288.46
