Date,Close
2018-08-09,12.38
2018-08-08,12.51
2018-08-07,12.45
2018-08-06,12.47
2018-08-03,12.57
2018-08-02,12.69
2018-08-01,12.73
2018-07-31,12.62
2018-07-30,12.55
2018-07-27,12.65
2018-07-26,12.74
2018-07-25,12.78
2018-07-24,12.76
2018-07-23,12.71
2018-07-20,12.72
2018-07-19,12.74
2018-07-18,12.65
2018-07-17,12.62
2018-07-13,12.58
2018-07-12,12.5
2018-07-11,12.37
2018-07-10,12.37
2018-07-09,12.67
2018-07-06,12.57
2018-07-05,12.62
2018-07-04,12.65
2018-07-03,12.54
2018-07-02,12.66
2018-06-29,12.39
2018-06-28,12.43
2018-06-27,12.36
2018-06-26,12.49
2018-06-25,12.54
2018-06-22,12.65
2018-06-21,12.81
2018-06-20,12.79
2018-06-19,12.71
2018-06-18,12.58
2018-06-15,12.63
2018-06-14,12.63
2018-06-13,12.55
2018-06-12,12.55
2018-06-11,12.46
2018-06-08,12.24
2018-06-07,12.26
2018-06-06,12.38
2018-06-05,12.38
2018-06-04,12.39
2018-06-01,12.35
2018-05-31,12.53
2018-05-30,12.5
2018-05-29,12.53
2018-05-28,12.76
2018-05-25,12.8
2018-05-24,12.67
2018-05-23,12.69
2018-05-22,12.69
2018-05-21,12.7
2018-05-18,12.73
2018-05-17,12.66
2018-05-16,12.62
2018-05-15,12.4
2018-05-14,12.34
2018-05-11,12.37
2018-05-10,12.42
2018-05-09,12.33
2018-05-08,12.07
2018-05-07,12.37
2018-05-02,12.71
2018-05-01,12.51
2018-04-27,12.78
2018-04-26,12.79
2018-04-25,12.75
2018-04-24,12.73
2018-04-23,12.66
2018-04-20,12.77
2018-04-19,12.9
2018-04-18,12.78
2018-04-17,12.73
2018-04-16,12.72
2018-04-13,12.73
2018-04-12,12.69
2018-04-11,12.6
2018-04-10,12.72
2018-04-09,12.62
2018-04-06,12.78
2018-04-05,12.8
2018-04-04,12.77
2018-04-03,12.76
2018-04-02,12.85
2018-03-30,12.75
2018-03-29,12.93
2018-03-28,13
2018-03-27,12.91
2018-03-26,12.99
2018-03-23,12.97
2018-03-22,12.99
2018-03-20,12.91
2018-03-19,12.91
2018-03-16,12.89
2018-03-15,12.86
2018-03-14,12.88
2018-03-13,12.79
2018-03-12,12.89
2018-03-09,12.71
2018-03-08,12.78
2018-03-07,12.82
2018-03-06,12.9
2018-03-05,12.74
2018-03-02,12.98
2018-03-01,12.86
2018-02-28,13.28
2018-02-27,13.36
2018-02-26,13.37
2018-02-23,13.41
2018-02-22,13.43
2018-02-21,13.44
2018-02-20,13.47
2018-02-19,13.55
2018-02-16,13.78
2018-02-15,13.69
2018-02-14,13.89
2018-02-13,13.95
2018-02-09,13.05
2018-02-08,13.12
2018-02-07,13.09
2018-02-06,13.17
2018-02-05,13.23
2018-02-02,13.43
2018-02-01,13.85
2018-01-31,13.86
2018-01-30,13.81
2018-01-29,13.77
2018-01-26,13.84
2018-01-25,13.8
2018-01-24,13.84
2018-01-23,13.82
2018-01-22,13.77
2018-01-19,13.83
2018-01-18,13.77
2018-01-17,13.71
2018-01-16,13.61
2018-01-15,13.65
2018-01-12,13.79
2018-01-11,13.88
2018-01-10,13.79
2018-01-09,13.8
2018-01-05,13.81
2018-01-04,13.82
