Date,Close
2018-08-09,17.25
2018-08-08,17.34
2018-08-07,17.26
2018-08-06,17.26
2018-08-03,17.38
2018-08-02,17.48
2018-08-01,17.55
2018-07-31,17.47
2018-07-30,17.46
2018-07-27,17.61
2018-07-26,17.63
2018-07-25,17.67
2018-07-24,17.67
2018-07-23,17.64
2018-07-20,17.57
2018-07-19,17.52
2018-07-18,17.43
2018-07-17,17.37
2018-07-13,17.29
2018-07-12,17.28
2018-07-11,17.33
2018-07-10,17.36
2018-07-09,17.45
2018-07-06,17.39
2018-07-05,17.37
2018-07-04,17.43
2018-07-03,17.48
2018-07-02,17.45
2018-06-29,17.15
2018-06-28,17.15
2018-06-27,17.09
2018-06-26,17.19
2018-06-25,17.19
2018-06-22,17.16
2018-06-21,17.46
2018-06-20,17.42
2018-06-19,17.4
2018-06-18,17.33
2018-06-15,17.41
2018-06-14,17.44
2018-06-13,17.29
2018-06-12,17.27
2018-06-11,17.2
2018-06-08,17.16
2018-06-07,17.07
2018-06-06,17.19
2018-06-05,17.21
2018-06-04,17.15
2018-06-01,17.11
2018-05-31,17.21
2018-05-30,17.24
2018-05-29,17.24
2018-05-28,17.54
2018-05-25,17.57
2018-05-24,17.52
2018-05-23,17.58
2018-05-22,17.5
2018-05-21,17.53
2018-05-18,17.55
2018-05-17,17.5
2018-05-16,17.48
2018-05-15,17.4
2018-05-14,17.45
2018-05-11,17.5
2018-05-10,17.68
2018-05-09,17.03
2018-05-08,16.81
2018-05-07,17.05
2018-05-02,17.59
2018-05-01,17.73
2018-04-27,17.82
2018-04-26,17.85
2018-04-25,17.8
2018-04-24,17.81
2018-04-23,17.8
2018-04-20,17.78
2018-04-19,17.78
2018-04-18,17.67
2018-04-17,17.61
2018-04-16,17.63
2018-04-13,17.62
2018-04-12,17.55
2018-04-11,17.48
2018-04-10,17.57
2018-04-09,17.77
2018-04-06,17.87
2018-04-05,17.88
2018-04-04,17.82
2018-04-03,17.76
2018-04-02,17.77
2018-03-30,17.38
2018-03-29,17.54
2018-03-28,17.59
2018-03-27,17.46
2018-03-26,17.57
2018-03-23,17.62
2018-03-22,17.75
2018-03-20,17.62
2018-03-19,17.64
2018-03-16,17.67
2018-03-15,17.6
2018-03-14,17.62
2018-03-13,17.48
2018-03-12,17.51
2018-03-09,17.53
2018-03-08,17.64
2018-03-07,17.57
2018-03-06,17.66
2018-03-05,17.42
2018-03-02,17.68
2018-03-01,17.47
2018-02-28,17.81
2018-02-27,17.8
2018-02-26,17.74
2018-02-23,17.84
2018-02-22,17.86
2018-02-21,17.88
2018-02-20,17.93
2018-02-19,18.04
2018-02-16,18.22
2018-02-15,18.15
2018-02-14,18.38
2018-02-13,18.39
2018-02-09,17.64
2018-02-08,17.69
2018-02-07,17.66
2018-02-06,17.7
2018-02-05,17.72
2018-02-02,17.93
2018-02-01,18.22
2018-01-31,18.29
2018-01-30,18.23
2018-01-29,18.21
2018-01-26,18.29
2018-01-25,18.22
2018-01-24,18.25
2018-01-23,18.22
2018-01-22,18.24
2018-01-19,18.25
2018-01-18,18.15
2018-01-17,18.01
2018-01-16,17.91
2018-01-15,18.02
2018-01-12,18.19
2018-01-11,18.3
2018-01-10,18.18
2018-01-09,18.16
2018-01-05,18.12
2018-01-04,18.14
