Date,Close
2018-08-09,128.62
2018-08-08,129.26
2018-08-07,128.64
2018-08-06,128.63
2018-08-03,129.5
2018-08-02,130.24
2018-08-01,130.76
2018-07-31,130.11
2018-07-30,130.06
2018-07-27,131.2
2018-07-26,131.34
2018-07-25,131.71
2018-07-24,131.65
2018-07-23,131.46
2018-07-20,130.89
2018-07-19,130.57
2018-07-18,129.87
2018-07-17,129.4
2018-07-13,128.83
2018-07-12,128.73
2018-07-11,129.08
2018-07-10,129.34
2018-07-09,129.92
2018-07-06,129.52
2018-07-05,129.4
2018-07-04,129.87
2018-07-03,130.26
2018-07-02,130.04
2018-06-29,127.75
2018-06-28,127.83
2018-06-27,127.37
2018-06-26,128.1
2018-06-25,128.02
2018-06-22,127.88
2018-06-21,130.08
2018-06-20,129.82
2018-06-19,129.61
2018-06-18,129.08
2018-06-15,129.69
2018-06-14,129.85
2018-06-13,128.7
2018-06-12,128.48
2018-06-11,128.03
2018-06-08,127.88
2018-06-07,127.15
2018-06-06,128.07
2018-06-05,128.21
2018-06-04,127.82
2018-06-01,127.34
2018-05-31,128.15
2018-05-30,128.42
2018-05-29,128.39
2018-05-28,130.59
2018-05-25,130.85
2018-05-24,130.48
2018-05-23,130.93
2018-05-22,130.35
2018-05-21,130.55
2018-05-18,130.75
2018-05-17,130.42
2018-05-16,130.21
2018-05-15,129.62
2018-05-14,130.01
2018-05-11,130.36
2018-05-10,131.76
2018-05-09,126.72
2018-05-08,125.06
2018-05-07,126.96
2018-05-02,130.96
2018-05-01,132.1
2018-04-27,132.71
2018-04-26,132.95
2018-04-25,132.63
2018-04-24,132.62
2018-04-23,132.58
2018-04-20,132.36
2018-04-19,132.36
2018-04-18,131.56
2018-04-17,131.16
2018-04-16,131.27
2018-04-13,131.27
2018-04-12,130.74
2018-04-11,130.2
2018-04-10,130.95
2018-04-09,132.35
2018-04-06,133.11
2018-04-05,133.15
2018-04-04,132.72
2018-04-03,132.26
2018-04-02,132.28
2018-03-30,129.49
2018-03-29,130.67
2018-03-28,131.01
2018-03-27,130.06
2018-03-26,130.84
2018-03-23,131.22
2018-03-22,132.19
2018-03-20,131.22
2018-03-19,131.39
2018-03-16,131.67
2018-03-15,131.13
2018-03-14,131.21
2018-03-13,130.14
2018-03-12,130.41
2018-03-09,130.58
2018-03-08,131.46
2018-03-07,130.93
2018-03-06,131.52
2018-03-05,129.77
2018-03-02,131.66
2018-03-01,130.1
2018-02-28,132.63
2018-02-27,132.51
2018-02-26,132.07
2018-02-23,132.88
2018-02-22,132.99
2018-02-21,133.23
2018-02-20,133.53
2018-02-19,134.23
2018-02-16,135.62
2018-02-15,135.05
2018-02-14,136.83
2018-02-13,136.87
2018-02-09,131.27
2018-02-08,131.73
2018-02-07,131.48
2018-02-06,131.85
2018-02-05,131.92
2018-02-02,133.42
2018-02-01,135.59
2018-01-31,136.14
2018-01-30,135.7
2018-01-29,135.54
2018-01-26,136.13
2018-01-25,135.6
2018-01-24,135.87
2018-01-23,135.65
2018-01-22,135.83
2018-01-19,135.93
2018-01-18,135.2
2018-01-17,134.14
2018-01-16,133.3
2018-01-15,134.21
2018-01-12,135.43
2018-01-11,136.21
2018-01-10,135.35
2018-01-09,135.14
2018-01-05,134.86
2018-01-04,135.02
