,Date,Close,index,Date_AUD,Close_AUD,diff_AUD,Date_BHD,Close_BHD,diff_BHD,Date_CAD,Close_CAD,diff_CAD,Date_CHF,Close_CHF,diff_CHF,Date_CNY,Close_CNY,diff_CNY,Date_DKK,Close_DKK,diff_DKK,Date_EUR,Close_EUR,diff_EUR,Date_GBP,Close_GBP,diff_GBP,Date_HKD,Close_HKD,diff_HKD,Date_INR,Close_INR,diff_INR,Date_NOK,Close_NOK,diff_NOK,Date_NZD,Close_NZD,diff_NZD,Date_PHP,Close_PHP,diff_PHP,Date_SEK,Close_SEK,diff_SEK,Date_SGD,Close_SGD,diff_SGD,Date_ZAR,Close_ZAR,diff_ZAR
10,2018-07-26,112.76,10,2018-07-26,83.51,0.0010788779669144155,2018-07-26,298.23,0.0006039255158529766,2018-07-26,85.63,0.0003504672897196581,2018-07-26,112.92,8.856611460461572e-05,2018-07-26,16.73,-0.004166666666666652,2018-07-26,17.63,-0.002263723825693398,2018-07-26,131.34,-0.002809202034773417,2018-07-26,147.41,-0.005062095032397407,2018-07-26,14.36,-0.0020847810979848225,2018-07-26,1.65,0.0,2018-07-26,13.81,-0.003607503607503504,2018-07-26,76.68,0.0005219206680584509,2018-07-26,2.11,-0.004716981132075526,2018-07-26,12.74,-0.00312989045383405,2018-07-26,82.58,-0.002416042522348394,2018-07-26,8.5,-0.0023474178403755097
11,2018-07-25,112.99,11,2018-07-25,83.42,0.0003597553663508002,2018-07-25,298.05,0.002320419693301101,2018-07-25,85.6,-0.00011680878402064998,2018-07-25,112.91,0.0009751773049644363,2018-07-25,16.8,0.0005955926146516966,2018-07-25,17.67,0.0,2018-07-25,131.71,0.0004557538928977589,2018-07-25,148.16,-0.004568664337543771,2018-07-25,14.39,0.004187020237264472,2018-07-25,1.65,0.0060975609756097615,2018-07-25,13.86,-0.0028776978417266452,2018-07-25,76.64,0.004456094364351237,2018-07-25,2.12,0.00952380952380949,2018-07-25,12.78,0.0015673981191222097,2018-07-25,82.78,0.002664728682170603,2018-07-25,8.52,0.001175088131609936
12,2018-07-24,112.46,12,2018-07-24,83.39,-0.0023926306974518807,2018-07-24,297.36,-0.00010087763542809824,2018-07-24,85.61,-0.00023356300362020743,2018-07-24,112.8,0.003558718861209842,2018-07-24,16.79,-0.005331753554502328,2018-07-24,17.67,0.001700680272108901,2018-07-24,131.65,0.0014453065571276014,2018-07-24,148.84,0.0019522046449007568,2018-07-24,14.33,-0.002089136490250665,2018-07-24,1.64,-0.0060606060606061,2018-07-24,13.9,0.0,2018-07-24,76.3,-0.0007857517024620897,2018-07-24,2.1,-0.004739336492890933,2018-07-24,12.76,0.003933910306844979,2018-07-24,82.56,-0.0019342359767891004,2018-07-24,8.51,0.0011764705882353343
13,2018-07-23,112.71,13,2018-07-23,83.59,0.011862970584675114,2018-07-23,297.39,0.004560194568301368,2018-07-23,85.63,0.008598351001177784,2018-07-23,112.4,-0.0021306818181817677,2018-07-23,16.88,0.011990407673860837,2018-07-23,17.64,0.003984063745019917,2018-07-23,131.46,0.004354801741920822,2018-07-23,148.55,0.0030384875084403795,2018-07-23,14.36,0.004898530440867743,2018-07-23,1.65,0.012269938650306678,2018-07-23,13.9,0.005061460592914013,2018-07-23,76.36,0.00778672297743177,2018-07-23,2.11,0.009569377990430672,2018-07-23,12.71,-0.0007861635220125507,2018-07-23,82.72,0.006203624863155399,2018-07-23,8.5,0.02781136638452253
14,2018-07-20,112.2,14,2018-07-20,82.61,-0.005298013245033095,2018-07-20,296.04,0.011583803177857677,2018-07-20,84.9,0.0018881283927307813,2018-07-20,112.64,0.005534725941796159,2018-07-20,16.68,-0.00773349196906592,2018-07-20,17.57,0.0028538812785388057,2018-07-20,130.89,0.0024507926782568745,2018-07-20,148.1,0.005840804129312538,2018-07-20,14.29,0.009893992932862083,2018-07-20,1.63,0.006172839506172645,2018-07-20,13.83,-0.0021645021645021467,2018-07-20,75.77,-0.0038127793846963742,2018-07-20,2.09,0.004807692307692291,2018-07-20,12.72,-0.0015698587127158659,2018-07-20,82.21,0.0019500304692261494,2018-07-20,8.27,0.0
15,2018-07-19,111.06,15,2018-07-19,83.05,0.009603695599319062,2018-07-19,292.65,-0.0018077631489188395,2018-07-19,84.74,0.004266413842142658,2018-07-19,112.02,0.0026852846401719255,2018-07-19,16.81,0.012040939193256994,2018-07-19,17.52,0.005163511187607606,2018-07-19,130.57,0.005390005390005337,2018-07-19,147.24,0.002860645688598451,2018-07-19,14.15,0.004971590909090828,2018-07-19,1.62,0.006211180124223503,2018-07-19,13.86,0.008000000000000007,2018-07-19,76.06,0.006750496360026448,2018-07-19,2.08,0.004830917874396157,2018-07-19,12.74,0.007114624505928813,2018-07-19,82.05,0.007490176817288807,2018-07-19,8.27,0.008536585365853666
16,2018-07-18,110.5,16,2018-07-18,82.26,0.004886391399951284,2018-07-18,293.18,0.0032165343553243186,2018-07-18,84.38,0.001661918328585088,2018-07-18,111.72,0.002512562814070307,2018-07-18,16.61,-0.0006016847172082285,2018-07-18,17.43,0.003454231433505983,2018-07-18,129.87,0.0036321483771251106,2018-07-18,146.82,0.003280032800327959,2018-07-18,14.08,-0.002126151665485465,2018-07-18,1.61,0.0,2018-07-18,13.75,0.0007278020378456151,2018-07-18,75.55,0.003853308530427757,2018-07-18,2.07,0.0,2018-07-18,12.65,0.0023771790808242432,2018-07-18,81.44,0.0033263521005297836,2018-07-18,8.2,0.0012210012210012167
17,2018-07-17,110.73,17,2018-07-17,81.86,0.0038013488657264727,2018-07-17,292.24,0.001713854802221082,2018-07-17,84.24,0.001545595054095683,2018-07-17,111.44,0.0008981498113884712,2018-07-17,16.62,-0.0012019230769230171,2018-07-17,17.37,0.0046269519953732186,2018-07-17,129.4,0.0044244353023363825,2018-07-17,146.34,0.0012315270935960854,2018-07-17,14.11,0.0014194464158978626,2018-07-17,1.61,0.0,2018-07-17,13.74,0.009551800146950784,2018-07-17,75.26,0.00749665327978577,2018-07-17,2.07,0.0,2018-07-17,12.62,0.0031796502384737746,2018-07-17,81.17,0.002965525763005017,2018-07-17,8.19,0.013613861386138515
18,2018-07-13,110.54,18,2018-07-13,81.55,-0.0004902561588431276,2018-07-13,291.74,0.002784174887429991,2018-07-13,84.11,0.0010711735301118797,2018-07-13,111.34,0.0,2018-07-13,16.64,0.004224502112251116,2018-07-13,17.29,0.0005787037037034981,2018-07-13,128.83,0.0007768197001478683,2018-07-13,146.16,0.003157172271791353,2018-07-13,14.09,0.001421464108031234,2018-07-13,1.61,0.0,2018-07-13,13.61,0.0029476787030213725,2018-07-13,74.7,0.001474728515886925,2018-07-13,2.07,0.0,2018-07-13,12.58,0.006399999999999961,2018-07-13,80.93,0.0007419314949919098,2018-07-13,8.08,0.0012391573729864103
19,2018-07-12,110.35,19,2018-07-12,81.59,0.0017188459177408522,2018-07-12,290.93,-0.0061150587592239125,2018-07-12,84.02,-0.001188777936281582,2018-07-12,111.34,-0.002508511019530535,2018-07-12,16.57,-0.0006031363088057073,2018-07-12,17.28,-0.0028851702250430877,2018-07-12,128.73,-0.0027114967462040784,2018-07-12,145.7,0.00013728720483241474,2018-07-12,14.07,-0.004950495049504955,2018-07-12,1.61,-0.006172839506172867,2018-07-12,13.57,-0.0007363770250368162,2018-07-12,74.59,0.002553763440860113,2018-07-12,2.07,-0.004807692307692402,2018-07-12,12.5,0.010509296685529579,2018-07-12,80.87,-0.0017281817059622284,2018-07-12,8.07,0.006234413965087393
20,2018-07-11,110.94,20,2018-07-11,81.45,-0.006707317073170738,2018-07-11,292.72,-0.004455327687650779,2018-07-11,84.12,-0.0016615238547353917,2018-07-11,111.62,-0.0025022341376228496,2018-07-11,16.58,-0.007779772591262835,2018-07-11,17.33,-0.001728110599078403,2018-07-11,129.08,-0.002010205659502051,2018-07-11,145.68,-0.003965540817721713,2018-07-11,14.14,0.0007077140835103357,2018-07-11,1.62,0.0,2018-07-11,13.58,-0.0014705882352941124,2018-07-11,74.4,-0.008660892738174386,2018-07-11,2.08,0.0,2018-07-11,12.37,0.0,2018-07-11,81.01,-0.0033218503937006982,2018-07-11,8.02,-0.007425742574257432
21,2018-07-10,110.88,21,2018-07-10,82.0,-0.0027970327131218164,2018-07-10,294.03,0.0006806656910458564,2018-07-10,84.26,-0.01080065743132197,2018-07-10,111.9,-0.004093983624065434,2018-07-10,16.71,0.028940886699507562,2018-07-10,17.36,-0.005157593123209181,2018-07-10,129.34,-0.004464285714285587,2018-07-10,146.26,0.0037746208221809407,2018-07-10,14.13,-0.0007072135785006761,2018-07-10,1.62,0.0,2018-07-10,13.6,-0.0029325513196482023,2018-07-10,75.05,-0.010155631759430128,2018-07-10,2.08,-0.004784688995215225,2018-07-10,12.37,-0.023677979479084454,2018-07-10,81.28,-0.003433055419323261,2018-07-10,8.08,-0.04265402843601884
22,2018-07-09,111.01,22,2018-07-09,82.23,0.0004866772113396589,2018-07-09,293.83,-0.0029183209474363814,2018-07-09,85.18,0.001410768869033685,2018-07-09,112.36,0.005908683974932716,2018-07-09,16.24,-0.0018438844499079066,2018-07-09,17.45,0.0034502587694076325,2018-07-09,129.92,0.0030883261272387497,2018-07-09,145.71,0.00027459325873557816,2018-07-09,14.14,-0.0014124293785310327,2018-07-09,1.62,0.0,2018-07-09,13.64,0.005158437730287346,2018-07-09,75.82,0.003839533960015684,2018-07-09,2.09,0.0,2018-07-09,12.67,0.007955449482895727,2018-07-09,81.56,-0.0006126700159293508,2018-07-09,8.44,0.002375296912114022
23,2018-07-06,111.1,23,2018-07-06,82.19,0.002561600390339036,2018-07-06,294.69,0.0013932309365232154,2018-07-06,85.06,0.0003528166529460641,2018-07-06,111.7,-0.000983811823629388,2018-07-06,16.27,-0.0006142506142506887,2018-07-06,17.39,0.0011514104778354017,2018-07-06,129.52,0.0009273570324574987,2018-07-06,145.67,0.0,2018-07-06,14.16,0.0,2018-07-06,1.62,0.0,2018-07-06,13.57,-0.0007363770250368162,2018-07-06,75.53,0.0025219007167507357,2018-07-06,2.09,0.004807692307692291,2018-07-06,12.57,-0.003961965134706702,2018-07-06,81.61,0.0015954835542464352,2018-07-06,8.42,0.0035756853396899935
24,2018-07-05,111.18,24,2018-07-05,81.98,-0.0071454523434659745,2018-07-05,294.28,0.0041287064523833905,2018-07-05,85.03,0.0011774402449074017,2018-07-05,111.81,0.000984780662488749,2018-07-05,16.28,-0.006711409395973145,2018-07-05,17.37,-0.0034423407917383297,2018-07-05,129.4,-0.00361900361900358,2018-07-05,145.67,-0.00348884936379823,2018-07-05,14.16,0.003543586109142405,2018-07-05,1.62,0.006211180124223503,2018-07-05,13.58,-0.0022042615723731895,2018-07-05,75.34,-0.006199709800817854,2018-07-05,2.08,0.0,2018-07-05,12.62,-0.002371541501976382,2018-07-05,81.48,0.00012274456855299043,2018-07-05,8.39,-0.005924170616113611
25,2018-07-04,110.72,25,2018-07-04,82.57,0.0023063850449138723,2018-07-04,293.07,-0.00445003057272908,2018-07-04,84.93,0.004732047793682748,2018-07-04,111.7,-0.0023222579492675477,2018-07-04,16.39,0.0,2018-07-04,17.43,-0.0028604118993135197,2018-07-04,129.87,-0.0029940119760477613,2018-07-04,146.18,0.0022625985601645304,2018-07-04,14.11,-0.0014154281670206714,2018-07-04,1.61,-0.006172839506172867,2018-07-04,13.61,0.0014716703458423908,2018-07-04,75.81,0.001717758985200879,2018-07-04,2.08,0.0,2018-07-04,12.65,0.00877192982456143,2018-07-04,81.47,-0.0007359254262234716,2018-07-04,8.44,0.018094089264173663
26,2018-07-03,110.95,26,2018-07-03,82.38,0.000972053462940492,2018-07-03,294.38,0.006565000341927085,2018-07-03,84.53,0.0021339656194427903,2018-07-03,111.96,0.0020585339658103496,2018-07-03,16.39,-0.012055455093429757,2018-07-03,17.48,0.0017191977077364307,2018-07-03,130.26,0.0016917871424178,2018-07-03,145.85,-0.007755629634669137,2018-07-03,14.13,0.0,2018-07-03,1.62,0.006211180124223503,2018-07-03,13.59,-0.01521739130434785,2018-07-03,75.68,0.001853322742917607,2018-07-03,2.08,0.004830917874396157,2018-07-03,12.54,-0.009478672985782088,2018-07-03,81.53,-0.0008578431372547879,2018-07-03,8.29,0.0
27,2018-07-02,110.93,27,2018-07-02,82.3,0.011304988940771699,2018-07-02,292.46,0.004257949316667675,2018-07-02,84.35,0.019458544839255465,2018-07-02,111.73,0.006304602359722633,2018-07-02,16.59,-0.02123893805309729,2018-07-02,17.45,0.017492711370262537,2018-07-02,130.04,0.017925636007827705,2018-07-02,146.99,0.007194737563382292,2018-07-02,14.13,0.0071275837491091565,2018-07-02,1.61,-0.006172839506172867,2018-07-02,13.8,0.01845018450184499,2018-07-02,75.54,-0.0022454101175536367,2018-07-02,2.07,0.004854368932038833,2018-07-02,12.66,0.021791767554479424,2018-07-02,81.6,0.006413418845584662,2018-07-02,8.29,0.023456790123456805
28,2018-06-29,110.08,28,2018-06-29,81.38,0.00024582104228110246,2018-06-29,291.22,-0.003933372097000287,2018-06-29,82.74,-0.003252620166245168,2018-06-29,111.03,0.0016238159675237007,2018-06-29,16.95,-0.0058651026392962935,2018-06-29,17.15,0.0,2018-06-29,127.75,-0.0006258311820386275,2018-06-29,145.94,0.0032998762546403437,2018-06-29,14.03,-0.0035511363636364646,2018-06-29,1.62,0.0,2018-06-29,13.55,0.0037037037037037646,2018-06-29,75.71,0.0003964059196615022,2018-06-29,2.06,-0.004830917874396046,2018-06-29,12.39,-0.0032180209171358554,2018-06-29,81.08,-0.002460629921259838,2018-06-29,8.1,0.0012360939431397266
29,2018-06-28,110.43,29,2018-06-28,81.36,0.001107419712070845,2018-06-28,292.37,0.0033631902261574975,2018-06-28,83.01,0.0022941318522098353,2018-06-28,110.85,0.0024416711882799813,2018-06-28,17.05,0.0035314891112421254,2018-06-28,17.15,0.003510825043885335,2018-06-28,127.83,0.003611525476956867,2018-06-28,145.46,0.004349927501208217,2018-06-28,14.08,0.004279600570613384,2018-06-28,1.62,0.006211180124223503,2018-06-28,13.5,0.005212211466865346,2018-06-28,75.68,-0.0036861506055817506,2018-06-28,2.07,0.004854368932038833,2018-06-28,12.43,0.005663430420711935,2018-06-28,81.28,0.0024666995559941007,2018-06-28,8.09,0.009987515605493158
30,2018-06-27,110.03,30,2018-06-27,81.27,-0.0041661561083200516,2018-06-27,291.39,-0.0010969798772753059,2018-06-27,82.82,-0.0065970972771981495,2018-06-27,110.58,-0.0027056277056276556,2018-06-27,16.99,-0.0035190615835778427,2018-06-27,17.09,-0.005817335660267653,2018-06-27,127.37,-0.005698672911787606,2018-06-27,144.83,-0.008624820316243342,2018-06-27,14.02,-0.0007127583749109156,2018-06-27,1.61,-0.006172839506172867,2018-06-27,13.43,-0.010316875460574804,2018-06-27,75.96,-0.004977731202515212,2018-06-27,2.06,0.0,2018-06-27,12.36,-0.01040832666132907,2018-06-27,81.08,-0.005153374233128893,2018-06-27,8.01,-0.00496894409937898
31,2018-06-26,110.15,31,2018-06-26,81.61,-0.006935994159162906,2018-06-26,291.71,-0.003348252417233355,2018-06-26,83.37,-0.004418438022450344,2018-06-26,110.88,0.0008123476848089783,2018-06-26,17.05,-0.0064102564102563875,2018-06-26,17.19,0.0,2018-06-26,128.1,0.0006249023590063629,2018-06-26,146.09,-0.003682738866534807,2018-06-26,14.03,-0.0035511363636364646,2018-06-26,1.62,-0.006134969325153228,2018-06-26,13.57,0.0014760147601475815,2018-06-26,76.34,-0.0031339775398275815,2018-06-26,2.06,-0.004830917874396046,2018-06-26,12.49,-0.003987240829345984,2018-06-26,81.5,-0.002936138977244873,2018-06-26,8.05,-0.0230582524271844
32,2018-06-25,110.55,32,2018-06-25,82.18,-0.004240882103477506,2018-06-25,292.69,-0.0016372753010199803,2018-06-25,83.74,-0.00687855787476277,2018-06-25,110.79,-0.0009918845807033172,2018-06-25,17.16,-0.004640371229698292,2018-06-25,17.19,0.0017482517482518833,2018-06-25,128.02,0.0010947763528308396,2018-06-25,146.63,-0.00013637913399255908,2018-06-25,14.08,-0.0014184397163120588,2018-06-25,1.63,-0.0060975609756097615,2018-06-25,13.55,-0.00367647058823517,2018-06-25,76.58,-0.0045495905368517775,2018-06-25,2.07,-0.004807692307692402,2018-06-25,12.54,-0.008695652173913104,2018-06-25,81.74,-0.005354100754441649,2018-06-25,8.24,0.0036540803897684437
33,2018-06-22,110.67,33,2018-06-22,82.53,-0.011853448275861989,2018-06-22,293.17,0.003113665913912378,2018-06-22,84.32,-0.008116692153864347,2018-06-22,110.9,-0.009202179933887278,2018-06-22,17.24,-0.0017371163867979655,2018-06-22,17.16,-0.01718213058419249,2018-06-22,127.88,-0.016912669126691426,2018-06-22,146.65,-0.006032262437305036,2018-06-22,14.1,0.002844950213371167,2018-06-22,1.64,0.006134969325153339,2018-06-22,13.6,-0.012345679012345623,2018-06-22,76.93,-0.007354838709677347,2018-06-22,2.08,0.004830917874396157,2018-06-22,12.65,-0.012490241998438734,2018-06-22,82.18,-0.005205180970826673,2018-06-22,8.21,-0.010843373493975905
34,2018-06-21,110.33,34,2018-06-21,83.52,-0.0010764262648008671,2018-06-21,292.26,-0.001741981760426281,2018-06-21,85.01,0.001413594062904977,2018-06-21,111.93,0.0,2018-06-21,17.27,0.001159420289855051,2018-06-21,17.46,0.0022962112514350874,2018-06-21,130.08,0.002002773070405306,2018-06-21,147.54,-0.0015564728970698383,2018-06-21,14.06,-0.0014204545454544748,2018-06-21,1.63,-0.0060975609756097615,2018-06-21,13.77,0.0021834061135370675,2018-06-21,77.5,0.0011626404857254524,2018-06-21,2.07,-0.004807692307692402,2018-06-21,12.81,0.0015637216575450363,2018-06-21,82.61,-0.0008466376390905417,2018-06-21,8.3,-0.001203369434416346
35,2018-06-20,110.52,35,2018-06-20,83.61,-0.0015524241700500818,2018-06-20,292.77,0.0018135778811934067,2018-06-20,84.89,0.0005893446487506004,2018-06-20,111.93,0.001162790697674554,2018-06-20,17.25,0.0017421602787457413,2018-06-20,17.42,0.0011494252873565092,2018-06-20,129.82,0.001620245351438676,2018-06-20,147.77,0.0029184199809964007,2018-06-20,14.08,0.0014224751066855834,2018-06-20,1.64,0.0,2018-06-20,13.74,0.00512070226773953,2018-06-20,77.41,0.0018118286527759597,2018-06-20,2.08,0.0,2018-06-20,12.79,0.006294256490951833,2018-06-20,82.68,0.0018175209014903437,2018-06-20,8.31,-0.009535160905840279
36,2018-06-19,110.32,36,2018-06-19,83.74,0.0058858858858859,2018-06-19,292.24,0.008036976992859879,2018-06-19,84.84,0.004737091425864648,2018-06-19,111.8,0.005938456001439496,2018-06-19,17.22,0.006428988895382792,2018-06-19,17.4,0.0040392383150607,2018-06-19,129.61,0.004105980787108887,2018-06-19,147.34,0.003746849240411576,2018-06-19,14.06,0.007885304659498216,2018-06-19,1.64,0.012345679012345512,2018-06-19,13.67,0.005886681383370229,2018-06-19,77.27,0.0027251492343627337,2018-06-19,2.08,0.004830917874396157,2018-06-19,12.71,0.010333863275039823,2018-06-19,82.53,0.005850091407678226,2018-06-19,8.39,0.0011933174224343368
37,2018-06-18,109.44,37,2018-06-18,83.25,-0.0058514449486505304,2018-06-18,289.91,-0.003916852774437318,2018-06-18,84.44,-0.0025986298133711117,2018-06-18,111.14,-0.007767163646103081,2018-06-18,17.11,-0.005232558139534826,2018-06-18,17.33,-0.004595060310166654,2018-06-18,129.08,-0.004703523787493169,2018-06-18,146.79,-0.004543605045436161,2018-06-18,13.95,-0.0035714285714286698,2018-06-18,1.62,-0.006134969325153228,2018-06-18,13.59,-0.0029347028613353476,2018-06-18,77.06,-0.0015548069448043655,2018-06-18,2.07,-0.009569377990430672,2018-06-18,12.58,-0.003958828186856778,2018-06-18,82.05,-0.004005826656955591,2018-06-18,8.38,-0.011792452830188593
